Cat Digital/Cat Technology - Software Engineer	2026-02-02	https://jobright.ai/jobs/info/6977d6b788e2b47213bbcf72?utm_source=1100&utm_campaign=Software Engineering	On Site	Chicago, IL	Caterpillar Inc.	$89K-$145K /yr	10000+	Construction, Machinery Manufacturing	"1. Decision Making and Critical Thinking: knowledge of the decision-making process and associated tools and techniques; ability to accurately analyze situations and reach productive decisions based on informed judgment
2. Effective Communications: understanding of effective communication concepts, tools and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors
3. Software Development: knowledge of software development tools and activities; ability to produce software products or systems in line with product requirements
4. Software Development Life Cycle: knowledge of software development life cycle; ability to use a structured methodology for delivering and managing new or enhanced software products to the marketplace
5. Software Integration Engineering: knowledge of software integration processes and functions; ability to design, develop and maintain interfaces and linkage to alternative platforms and software packages
..."	no	yes
Software Engineer II, Backend (Identity Decisioning)	2026-02-02	https://jobright.ai/jobs/info/6940931caa598a08c3f03f03?utm_source=1100&utm_campaign=Software Engineering	Remote	Remote Canada	Affirm	$125000-$175000 /yr	1001-5000	Financial Services, FinTech	"1. You have a total of 1.5+ years of experience as a software engineer.
2. You have experience designing, developing and launching backend systems and are proficient in one of Python or Kotlin.
3. You are familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes.
4. You have mastered taking a simple problem or business scenario into a solution that interacts with multiple software components, and executing on it by writing clear, easily understood, well tested and extensible code.
5. You are comfortable navigating a large code base, debugging others' code, and providing feedback to other engineers through code reviews.
..."	not sure	
Research Scientist in Large Language Model, Doubao-PhD Graduates- 2025 Start	2026-02-02	https://jobright.ai/jobs/info/690f6befbc852e6dc187d528?utm_source=1100&utm_campaign=Software Engineering	On Site	San Jose, CA	ByteDance	$187K-$438K /yr	10000+	Content, Data Mining	1. Currently pursuing a PhD in in computer science, mathematics, engineering, or a related field	not sure	
Cybersecurity Analyst- McCrary	2026-02-02	https://jobright.ai/jobs/info/6980be3c7f40342e15d98b60?utm_source=1100&utm_campaign=Software Engineering	On Site	Auburn, AL	Auburn University	$56K-$100K /yr	1001-5000	Education, Higher Education	"1. Bachelor’s degree Cybersecurity, Computer Science, or Information Technology.
2. Foundational knowledge of SIEM tools, scripting, and network protocols.
3. Proficiency in scripting and programming languages for automation and analysis.
4. Ability to analyze malware behavior and low-level code execution.
5. Fundamental understanding of ports, protocols, and enterprise network/security infrastructure.
..."	not sure	
Database Administrator	2026-02-02	https://jobright.ai/jobs/info/6980da1449964d25b5e3945f?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Newton Massachusetts 02459	Bright Horizons	$69000-$105000 /yr	10000+	E-Learning, EdTech	"1. Vocational or technical education
2. 1-3 years of experience in database administration
3. Exposure to Windows Server environments"	no	
Zuora Developer	2026-02-02	https://jobright.ai/jobs/info/696d25e0db26b61895104738?utm_source=1100&utm_campaign=Software Engineering	Remote	US - Remote	SurveyMonkey	$106,250-$143,750 /yr	1001-5000	Content Marketing, Market Research	"1. 1+ years of hands-on experience configuring, customizing, and supporting Zuora Billing in a production environment.
2. Experience with Zuora Orders and Orders API.
3. Experience in writing solution documents, POC, and analyzing issues.
4. Experience with quote-to-cash and financial systems such as Zuora, Salesforce (including CPQ), NetSuite, or RevPro.
5. Conducting demos and design walkthrough sessions with other teams and the stakeholders.
..."	not sure	
Software Engineer - Ansible Automation Platform	2026-02-02	https://jobright.ai/jobs/info/6980b9067f40342e15d9896b?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Raleigh	Red Hat	$94,550-$151,170 /yr	10000+	Enterprise Software, InsurTech	"1. Experience with Python, Django and Django Rest Framework
2. Experience with Python unit and integration testing with tools such as pytest
3. Experience with Linux
4. Experience with SQL and relational databases such as PostgreSQL
5. Experience with utilizing container management platforms and development environments like Kubernetes, OpenShift, Docker/Docker Compose, and Podman
..."	not sure	
Systems Administrator	2026-02-02	https://jobright.ai/jobs/info/693bc7974911ef04095ef5c8?utm_source=1100&utm_campaign=Software Engineering	On Site	Tulsa, Oklahoma, United States	InterWorks	$45000-$60000 /yr	251-500		"1. Knowledge of Dell EMC server hardware
2. Understanding of Microsoft Windows Server and Office 365 technologies
3. Working knowledge of switching/routing
4. Advanced knowledge of desktop operating systems
5. Working knowledge of Antivirus or Endpoint Protection software"	not sure	
Graduate Digital Delivery Engineer (Available 2026)	2026-02-02	https://jobright.ai/jobs/info/6906ff8e63502c0aded840c5?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Los Angeles, CA	Arup	$74K-$84K /yr	10000+	Consulting, Professional Services	"1. Bachelor’s or higher degree in Engineering, Digital Transformation, Construction Management, or Computer Science, or comparable major
2. Interest and passion for all aspects of the built environment and how ideas become reality
3. Familiarity with development and/or use of digital twin technologies
4. Awareness of or experience with industry-leading Building Information Modeling authoring and design coordination platforms
5. Experience with a recognized parametric design/scripting modeling software, e.g., Rhino, Dynamo, Grasshopper, etc.
..."	no	yes
Cat Digital/Cat Technology – Data Scientist/Technical Analyst	2026-02-02	https://jobright.ai/jobs/info/697e193cabff4c399a9ce43b?utm_source=1100&utm_campaign=Software Engineering	On Site	Chicago, IL	Caterpillar Inc.	$89K-$145K /yr	10000+	Construction, Machinery Manufacturing	"1. Business Statistics: knowledge of statistical tools, processes, and practices to describe business results in measurable scales; ability to use statistical tools and processes to assist in making business decisions
2. Accuracy and Attention to Detail: understanding the necessity and value of accuracy; ability to complete tasks with high levels of precision
3. Analytical Thinking: knowledge of techniques and tools that promote effective analysis; ability to determine the root cause of organizational problems and create alternative solutions that resolve these problems
4. Machine Learning: knowledge of principles, technologies and algorithms of machine learning; ability to develop, implement and deliver related systems, products and services
5. Programming Languages: knowledge of basic concepts and capabilities of programming; ability to use tools, techniques and platforms in order to write and modify programming languages
..."	no	yes
Android Developer	2026-02-02	https://jobright.ai/jobs/info/690d0ea0221b890c2780283f?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Knoxville, TN	Elo Touch Solutions	$68K-$96K /yr	501-1000	Hardware, Information Technology	"1. Bachelor's Degree in Computer Science or related field from an accredited institution
2. 1 year of relevant experience with Android development, which can include internship and co-op experience
3. Comfortable learning innovative technologies, tools and platforms"	not sure	
Software Engineer - Ansible Automation Platform	2026-02-02	https://jobright.ai/jobs/info/6980b388abff4c399a9f7d4c?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Raleigh, NC	Red Hat	$95K-$151K /yr	10000+	Enterprise Software, InsurTech	"1. Experience with Python, Django and Django Rest Framework
2. Experience with Python unit and integration testing with tools such as pytest
3. Experience with Linux
4. Experience with SQL and relational databases such as PostgreSQL
5. Experience with utilizing container management platforms and development environments like Kubernetes, OpenShift, Docker/Docker Compose, and Podman
..."	not sure	
LabVIEW Developer	2026-02-02	https://jobright.ai/jobs/info/6980a9897f40342e15d97d6b?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Orlando Florida
Possible"	Lockheed Martin	$73400-$129260 /yr	10000+	Aerospace, Cyber Security	"1. Bachelors degree in Electrical Engineering, Computer Engineering, or a closely related field (or equivalent practical experience)
2. 1-3 years of experience developing applications in LabVIEW (academic projects, internships, or professional work count)
3. Ability to read and interpret electrical schematics
4. Familiarity with electrical test equipment (multimeters, oscilloscopes, function generators, etc.)"	no	
Security Engineer Consulting Associate, STS, Cyber Defense, Mandiant	2026-02-02	https://jobright.ai/jobs/info/6980a1c249964d25b5e36ee2?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
New York, United States
New Jersey, United States
Pennsylvania, United States
Connecticut, United States"	Google	$86K-$123K /yr	10000+	Apps, Artificial Intelligence (AI)	"1. Bachelor's degree in Computer Science, Information Systems, Cybersecurity or related technical field or equivalent practical experience.
2. Experience working with SOC/CSIRT or other incident response related teams.
3. Experience scripting (e.g., Python).
4. Experience with security information and event management (SIEM) solutions (e.g., writing queries, searches, alerts, dashboards).
5. Experience in data analytics to include metrics and reporting or business intelligence."	not sure	
Full Stack Software Engineer, Security (Starlink)	2026-02-02	https://jobright.ai/jobs/info/690e515e44146d3b6ec52dfa?utm_source=1100&utm_campaign=Software Engineering	On Site	Sunnyvale, CA	SpaceX	$130K-$155K /yr	10000+	Aerospace, Manufacturing	"1. Bachelor's degree in computer science, engineering, or a STEM discipline and 1+ years of professional experience; OR 3+ years of professional experience building software in lieu of a degree (internship experience is applicable)
2. Develop secure, well-architected, responsive, and performant full-stack web applications using .NET Core microservices in Kubernetes with a React and Angular frontend
3. Develop highly reliable, available, maintainable, and scalable software systems
4. Deliver expert level Typescript, HTML, and CSS for modern browsers
5. Identify and address security vulnerabilities in our applications and infrastructure
..."	no	
Python Software Engineer (w/m/d)	2026-02-02	https://jobright.ai/jobs/info/6927b1a891ceeb2e8a54253b?utm_source=1100&utm_campaign=Software Engineering	On Site	Burnaby, British Columbia, Canada	Microchip Technology Inc.	$86000-$186000 /yr	10000+	Automotive, Manufacturing	"1. Strong understanding of software architecture, object-oriented design, and modular frameworks.
2. Experience with popular open-source Python libraries.
3. Understanding hardware communication protocols.
4. Experience with standard development tools and Atlassian-based ALM.
5. Familiarity with testing frameworks and CI/CD pipelines.
..."	not sure	
Emergency Response Team (ERT) Security Analyst	2026-02-02	https://jobright.ai/jobs/info/693272a7764507023d1ae9a9?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	Radware	$12K-$118K /yr	1001-5000	Cloud Data Services, Cyber Security	"1. At least 1 year experience in application security or Master's degree in Cyber Security
2. Good understanding of network design (e.g. LAN/WAN, switches/routers, routing protocols such as BGP and OSPF) and protocols (e.g., IPv4, TCP/IP, VPN, IPSec, HTTP, DNS)
3. Good understanding of and experience with security
4. Wireshark, Kali Linux
5. Customer and service oriented
..."	not sure	
Generative AI Engineer	2026-02-02	https://jobright.ai/jobs/info/69809efe7f40342e15d97616?utm_source=1100&utm_campaign=Software Engineering	On Site	Grand Prairie, TX	Siemens	$102459-$193147 /yr	10000+	Artificial Intelligence (AI), Consulting	"1. Master’s degree or Ph.D. in Mechanical Engineering, Computational Mechanics, Computer Science or Artificial Intelligence.
2. 1-3 years of experience applying AI or automation in a mechanical engineering or product development CAD/CAM/CAE environment.
3. Strong programming skills in Python, with proficiency in AI frameworks
4. Familiarity with CAD/CAE environments such as SolidWorks or Siemens NX, but preferably with PTC Creo.
5. Familiarity with PLM environments preferably with Siemens Teamcenter.
..."	not sure	
Software Engineer II, Backend (Credit Decisioning)	2026-02-02	https://jobright.ai/jobs/info/694846a1d1953b5d11c15a83?utm_source=1100&utm_campaign=Software Engineering	Remote	"Multi Location
San Jose, CA
Philadelphia, PA
Baltimore, MD
Houston, TX
Austin, TX
Minneapolis, MN
San Francisco, CA
Boulder, CO
San Diego, CA
Palo Alto, CA
Detroit, MI
Atlanta, GA
Sioux Falls, SD
Charlotte, NC
Washington, DC
Madison, WI
Miami, FL
Dallas, TX
Cleveland, OH
Richmond, VA
Salt Lake City, UT
Seattle, WA
Denver, CO
Boston, MA
Portland, OR
New York, NY
Chicago, IL
St Louis, MO
Pittsburgh, PA
Raleigh, NC
Las Vegas, NV
Nashville, TN
Boise, ID
Phoenix, AZ
Los Angeles, CA"	Affirm	$160,000-$210,000 /yr	1001-5000	Financial Services, FinTech	"1. You have a total of 1.5+ years of experience as a software engineer.
2. You have experience designing, developing and launching backend systems and are proficient in one of Python or Kotlin.
3. You are familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes.
4. You have mastered taking a simple problem or business scenario into a solution that interacts with multiple software components, and executing on it by writing clear, easily understood, well tested and extensible code.
5. You are comfortable navigating a large code base, debugging others' code, and providing feedback to other engineers through code reviews.
..."	not sure	
Software Engineer, ML Products	2026-02-02	https://jobright.ai/jobs/info/68d6132c63d77d6f6f3f444d?utm_source=1100&utm_campaign=Software Engineering	On Site	San Francisco, CA	Twitch	$100K-$200K /yr	1001-5000	Gaming, Media and Entertainment	"1. Bachelor's degree in Computer Science or a related field (or equivalent industry experience as a Software Engineer)
2. 1+ years of experience delivering high quality software in a production environment
3. Proficient coding skills in modern languages and frameworks
4. Familiarity with scalability, concurrency, API design, data modeling, and distributed systems fundamentals
5. Willingness to try new things and collaborate with a diverse group of people"	not sure	
Software Engineer, Modeling Engineering	2026-02-02	https://jobright.ai/jobs/info/690e5b98221b890c2780d204?utm_source=1100&utm_campaign=Software Engineering	Hybrid	New York, United States	Two Sigma	$165K-$250K /yr	1001-5000	Big Data, Machine Learning	"1. Minimum 1 year of experience required
2. BS or MS degree in Computer Science, Engineering, or a related field
3. An understanding of data structures and algorithms
4. Experience with Python, Java, C or C++"	not sure	
Software Engineer, University Grad	2026-02-02	https://jobright.ai/jobs/info/68cfc4f9dbd9fb154edeacd5?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Palo Alto, CA	Glean	$140K-$150K /yr	1001-5000	Agentic AI, Artificial Intelligence (AI)	"1. Undergraduate/graduate degree in Computer Science, or related degree - degree must be completed before joining
2. Strong coding skills (e.g., Go, Python, Java, Javascript, or C++) with solid understanding of data structures, algorithms, and software design principles
3. Experience working on infrastructure for distributed systems or cloud-native applications
4. Experience building and shipping ML models and/or solving NLP problems
5. A team player who thrives in a fast-paced, customer-focused environment, with a passion for learning and staying current with industry trends"	not sure	
Advanced Degree Software Engineer - Fusion	2026-02-02	https://jobright.ai/jobs/info/696d9d155fc86241853c6c2a?utm_source=1100&utm_campaign=Software Engineering	Remote	"Multi Location
United States
Santa Clara, CA
Pleasanton, CA
Redwood City, CA"	Oracle	$68K-$158K /yr	10000+	Data Governance, Data Management	"1. Completed a Master's or Doctoral degree in Computer Science (or an equivalent science/engineering field) within 12 months of actual start date, no later than August 2026. (Start date for all new grad roles: Summer/Fall 2026)
2. Reside in the United States and/or attend a university in the US.
3. Able to obtain work authorization in the US in 2026.
4. Visa sponsorship is not available for this role. For clarity purposes, this means that Oracle is not in a position now, or in the future, to offer US immigration sponsorship. This includes, but is not limited to, support of H-1B, TN, O-1, green card or F-1 e.g. EAD, OPT, CPT, I-20, F-1 visa stamp, etc.
5. Are proficient (i.e., able to complete coding projects with no assistance) in Java AND
..."	no	
Software Engineer I - Thermal Camera	2026-02-02	https://jobright.ai/jobs/info/696c5c2a350cf438031376e9?utm_source=1100&utm_campaign=Software Engineering	On Site	Goleta, CA	Magna International	$83K-$130K /yr	10000+	Automotive, Industrial Engineering	"1. Development of software for thermal imaging camera systems for ADAS and automotive applications.
2. Lead various aspects of software development relevant for Thermal Camera development such as GUI Interface, thermal sensor calibration software, image quality enhancement software algorithms, software traceability in server, and support testers used in production process.
3. Review and analyze product requirements (includes requirements from customer and supplier) and decompose the requirements to the lowest component level engineering.
4. Develop C++ engineering applications.
5. Design and development of SW used in the testing and validation of infrared Cameras.
..."	not sure	
Embedded Software Engineer (Web Interface Developer)	2026-02-02	https://jobright.ai/jobs/info/68ccfcf25954791a1d702478?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Los Angeles, CA	Silvus Technologies	$43-$57 /hr	101-250	Information Technology, Robotics	"1. Bachelor’s Degree in Electrical Engineering, Computer Science, or Computer Engineering.
2. Demonstrated expertise in JavaScript, HTML, and Python backend development.
3. Experience in mobile friendly web interface development."	no	
Frontend Engineer - Search & Computer Vision	2026-02-02	https://jobright.ai/jobs/info/689c7dd8faa4e875e8268919?utm_source=1100&utm_campaign=Software Engineering	On Site	San Mateo, CA	Verkada	$130K-$280K /yr	1001-5000	Artificial Intelligence (AI), Enterprise Software	"1. BS/MS in Computer Science, something similar or equivalent work experience.
2. Internship experience developing and launching products.
3. Experience building reusable components, utilizing CSS pre-processors and building pixel perfect user interfaces.
4. Comfortable working in an agile team software development environment.
5. Proficient understanding of JavaScript, including contexts, prototypes/classes and closures.
..."	yes	
Machine Learning Engineer - Data Foundation and AI	2026-02-02	https://jobright.ai/jobs/info/68f1c85de6870116b1f5d15a?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
New York, NY
San Francisco, CA"	Plaid	$186K-$236K /yr	501-1000	Banking, Financial Services	"1. 1-3 years of experience training, deploying, and scaling ML/AI models in production environments.
2. Strong experience with distributed systems and ML operations — from large-scale training to low-latency serving and monitoring.
3. Proficiency in Python and modern ML frameworks (e.g., PyTorch), with the ability to implement and optimize complex models.
4. Hands-on experience building or scaling ML/AI infrastructure, pipelines, or reusable platforms that support multiple teams.
5. Curiosity and drive to experiment with advanced AI techniques (e.g., embeddings, retrieval, generative modeling) while staying grounded in production impact.
..."	not sure	
Security Engineer Consulting Associate, STS, Cyber Defense, Mandiant	2026-02-02	https://jobright.ai/jobs/info/69808a7dabff4c399a9f4aa3?utm_source=1100&utm_campaign=Software Engineering	Remote	"Multi Location
Connecticut, USA
New Jersey, USA
Remote locations: New York, USA
Pennsylvania, USA."	Google	$85,500-$123,000 /yr	10000+	Apps, Artificial Intelligence (AI)	"1. Bachelor's degree in Computer Science, Information Systems, Cybersecurity or related technical field or equivalent practical experience.
2. Experience working with SOC/CSIRT or other incident response related teams.
3. Experience scripting (e.g., Python).
4. Experience with security information and event management (SIEM) solutions (e.g., writing queries, searches, alerts, dashboards).
5. Experience in data analytics to include metrics and reporting or business intelligence."	not sure	
SELRES Analysts	2026-02-02	https://jobright.ai/jobs/info/68edcb8d6335d3323612bcf0?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	Taku Health Services, LLC	$80000-$130000 /yr	1-10		"1. Intermediate-level MCSA SQL certification (Database Development or Administration) or equivalent SQL training certification.
2. Minimum of one (1) year of experience in SQL programming or database development/administration.
3. CompTIA Security+ Certification (required).
4. Experience working for or supporting the National Guard Bureau and with Qualitative and Quantitative analysis.
5. At a minimum, a favorably adjudicated National Agency Check with Inquiries (NACI) or an equivalent or higher investigation.
..."	no	
Systems Administrator	2026-02-02	https://jobright.ai/jobs/info/6965ee5ca112b4026613fd5e?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Fort Belvoir, VA
Springfield, VA"	General Dynamics Information Technology	$73K-$99K /yr	10000+	Artificial Intelligence (AI), Cloud Computing	"1. Top Secret SCI + Polygraph clearance level must currently possess
2. Top Secret SCI + Polygraph clearance level must be able to obtain
3. 1 + years of related experience
4. US Citizenship Required
5. System Administration
..."	no	
Cloud DevOps Engineer	2026-02-02	https://jobright.ai/jobs/info/68acc8db758f2e4ac3008b0e?utm_source=1100&utm_campaign=Software Engineering	On Site	Chantilly, Virginia	Trusted Concepts, Inc.	$180,000-$240,000 /yr	101-250	Gaming, Information Technology	"1. Bachelor’s Degree in Computer Science, Electrical or Computer Engineering or a related technical discipline, or the equivalent combination of education, technical training, or work/military experience
2. Minimum of 1 year of Linux, Java, Cloud DevOps, scripting, Docker and container experience, Node.js and mongo or equivalent
3. Active TS/SCI with Polygraph"	no	
Systems Software Engineer	2026-02-02	https://jobright.ai/jobs/info/69807bfb49964d25b5e34636?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Roseville, CA	Hewlett Packard Enterprise	$82K-$166K /yr	10000+	Data Center, Enterprise Software	"1. Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent
2. Proficiency in C and/or Go programming languages and software systems design tools
3. 0-2 years experience
4. Experience or understanding of software systems design tools and languages.
5. Good analytical and problem solving skills.
..."	not sure	yes
QA Automation Engineer 2	2026-02-02	https://jobright.ai/jobs/info/697c2c5d1423772304ec8ee9?utm_source=1100&utm_campaign=Software Engineering	Hybrid	San Jose, CA	Nutanix	$100K-$200K /yr	5001-10000	Data Center, Enterprise Software	"1. Upto 3 years of experience in developing automated tests using tools like Selenium or Puppeteer, Python, Jenkins, and Maven.
2. Expertise with testing frameworks such as PyTest, PyUnit, Jasmine, or Mocha is desired.
3. Strong understanding of web technologies, including HTTP/S, HTML, JavaScript, XML, and JSON.
4. Ability to identify and utilize automation tools that are best suited for testing needs.
5. Experience with automated testing of RESTful web services is a must.
..."	no	yes
Programmer I, II,  or III - COBOL, JCL, DB2, VSAM - Information Technology Division - Huntsville (020592)	2026-02-02	https://jobright.ai/jobs/info/69806c227f40342e15d9421f?utm_source=1100&utm_campaign=Software Engineering	On Site	United States-Texas-HUNTSVILLE	Texas Department Of Criminal Justice	$$4,357.26-$$5,556.51 /mon			"1. Minimum qualifications for Programmer I, II, or III positions
2. Complete job histories including job titles, name of employer, dates of employment, supervisor’s name and phone number, and a description of duties performed
3. Full-time or part-time status and hours per week must be included in the application
4. Outside applicants will be required to submit to pre-employment drug testing as a condition of employment
5. If scheduled for an interview, candidates must inform the hiring representative of any reasonable accommodation needed"	not sure	
Systems Administrator	2026-02-02	https://jobright.ai/jobs/info/6966f436639b452fb57c8148?utm_source=1100&utm_campaign=Software Engineering	On Site	Southfield, MI	Methode Electronics	$64K-$85K /yr	1001-5000	Electronics, Information Technology	"1. BA or BS in Computer Science or related discipline
2. 0 – 2+ years system engineering or administration
3. Ability to quickly learn new and unfamiliar systems and technologies
4. Ability to work in a fast-paced multi-task environment
5. Ability to interact effectively with peers and supervisors
..."	not sure	yes
AI/ ML Software Engineer II	2026-02-02	https://jobright.ai/jobs/info/698060567f40342e15d92ffd?utm_source=1100&utm_campaign=Software Engineering	On Site	450 W 33rd St, New York, NY, 10001, US	JPMorganChase	$118750-$150000 /yr	10000+	Asset Management, Banking	"1. Formal training or certification in Software Engineering concepts and 1+ years applied experience
2. Experience of Gen AI builds, Agents, and MCP.
3. Experience in one of the programming languages like Python, typescript, streamlit, UI design. Intermediate Python is a must.
4. Strong background in Natural Language Processing (NLP) and Large Language Models (LLMs)
5. Hands-on experience with machine learning and deep learning methods.
..."	not sure	
AI/ML Software Engineer II	2026-02-01	https://jobright.ai/jobs/info/6980583cabff4c399a9f19d6?utm_source=1100&utm_campaign=Software Engineering	On Site	450 W 33rd St, New York, NY, 10001, US	Chase	$118,750-$150,000 /yr	10000+	Banking, Financial Services	"1. Formal training or certification in Software Engineering concepts and 1+ years applied experience
2. Experience of Gen AI builds, Agents, and MCP.
3. Experience in one of the programming languages like Python, typescript, streamlit, UI design. Intermediate Python is a must.
4. Strong background in Natural Language Processing (NLP) and Large Language Models (LLMs)
5. Hands-on experience with machine learning and deep learning methods.
..."	not sure	
Embedded Software Engineer - Unix Systems & Backends	2026-02-01	https://jobright.ai/jobs/info/698055ddabff4c399a9f17e3?utm_source=1100&utm_campaign=Software Engineering	On Site	Palo Alto, CA, US	Proception.AI	$120-$250 /yr	1-10	Artificial Intelligence (AI), Robotics	"1. BS or MS in Robotics, Computer Engineering, Electrical Engineering, Computer Science, or a related field
2. Strong experience with C/C++ or Rust on embedded Linux systems
3. Solid Linux system programming background: Multithreading and scheduling, IPC (shared memory, sockets, message queues), Memory management and synchronization
4. Familiarity with real-time Linux concepts (PREEMPT_RT, low-latency tuning, or real-time user-space frameworks)
5. Hands-on experience developing Linux device drivers or integrating kernel modules
..."	no	
Junior Public Health Salesforce Developer	2026-02-01	https://jobright.ai/jobs/info/6980550dabff4c399a9f1734?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	Flourish & Thrive Labs	$81K-$98K /yr	1-10	Consulting, Government	"1. 1-2 years of hands-on Salesforce development or administration experience
2. 1+ years working for a governmental public health agency (local, state, federal, or tribal)
3. Salesforce Administrator certification required
4. Demonstrated ability to learn new technologies quickly
5. Strong collaboration and communication skills
..."	no	
Software Engineer I - Electrophysiology	2026-02-01	https://jobright.ai/jobs/info/698052bc7f40342e15d9201a?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Waltham, MA	Boston Scientific	$62800-$119300 /yr	10000+	Health Care, Medical	"1. 0-2 Years of relevant work experience with BS in Computer Science
2. Experience in Object-Oriented programming
3. A strong CS background, preferably BS/MS in Computer Science or equivalent experience.
4. Expertise in C++, Linux, Qt.
5. Excellent communication skills with the ability to adapt to the target audience.
..."	not sure	yes
AI/ ML Software Engineer II	2026-02-01	https://jobright.ai/jobs/info/698050f7ce48107c05448235?utm_source=1100&utm_campaign=Software Engineering	On Site	450 W 33rd St, New York, NY, 10001, US	Chase	$118,750-$150,000 /yr	10000+	Banking, Financial Services	"1. Formal training or certification in Software Engineering concepts and 1+ years applied experience
2. Experience of Gen AI builds, Agents, and MCP
3. Experience in one of the programming languages like Python, typescript, streamlit, UI design. Intermediate Python is a must
4. Strong background in Natural Language Processing (NLP) and Large Language Models (LLMs)
5. Hands-on experience with machine learning and deep learning methods
..."	not sure	
Application Developer/Analyst	2026-02-01	https://jobright.ai/jobs/info/697ec6f37f40342e15d77816?utm_source=1100&utm_campaign=Software Engineering	On Site	Orange, CA	Brown & Brown	$45.67-$60.09 /hr	10000+		"1. Under general direction from senior developers and project managers; design, develop, and maintain software solutions supporting business operations.
2. Collaborate with end users, project managers, and senior developers to deliver applications across web and Windows platforms.
3. Strong technical skills, teamwork, and a proactive approach to problem-solving.
4. Maintain and enhance codebases for multiple projects.
5. Collaborate with users and project teams to define requirements and estimate tasks.
..."	not sure	
2026 Full-time - Software Engineer I - Integration & Test - Onsite (MA)	2026-02-01	https://jobright.ai/jobs/info/69803d6eabff4c399a9f0298?utm_source=1100&utm_campaign=Software Engineering	On Site	Tewksbury, MA	RTX	$57K-$109K /yr	10000+	Aerospace, Manufacturing	"1. Bachelor’s degree in computer science, Software Engineering, Electrical Engineering, or a related STEM field.
2. This position requires 12 months or less of professional experience (excluding internships).
3. Experience with software programming languages such as C++, C, or Python (academic or professional).
4. Familiarity with software testing methodologies and tools.
5. The ability to obtain and maintain a U.S. government issued security clearance is required. U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance."	no	yes
2026 Full-time - Software Engineer I - Integration & Test - Onsite (MA)	2026-02-01	https://jobright.ai/jobs/info/698038917f40342e15d90a5c?utm_source=1100&utm_campaign=Software Engineering	On Site	US-MA-TEWKSBURY-TB3 ~ 50 Apple Hill Dr ~ CONCORD BLDG, Tewksbury Tb3 300 Concord	RTX	$57,200-$108,800 /yr	10000+	Aerospace, Manufacturing	"1. Bachelor’s degree in computer science, Software Engineering, Electrical Engineering, or a related STEM field.
2. This position requires 12 months or less of professional experience (excluding internships).
3. Experience with software programming languages such as C++, C, or Python (academic or professional).
4. Familiarity with software testing methodologies and tools.
5. The ability to obtain and maintain a U.S. government issued security clearance is required. U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance."	no	yes
AI/ML Software Engineer II	2026-02-01	https://jobright.ai/jobs/info/6980387f7f40342e15d90a41?utm_source=1100&utm_campaign=Software Engineering	On Site	450 W 33rd St, New York, NY, 10001, US	JPMorganChase	$118750-$150000 /yr	10000+	Asset Management, Banking	"1. Formal training or certification in Software Engineering concepts and 1+ years applied experience
2. Experience of Gen AI builds, Agents, and MCP.
3. Experience in one of the programming languages like Python, typescript, streamlit, UI design. Intermediate Python is a must.
4. Strong background in Natural Language Processing (NLP) and Large Language Models (LLMs)
5. Hands-on experience with machine learning and deep learning methods.
..."	not sure	
Systems Software Engineer	2026-02-01	https://jobright.ai/jobs/info/69802dfe7f40342e15d8f1ea?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Roseville, California, United States of America	Hewlett Packard Enterprise	$81,700-$165,800 /yr	10000+	Data Center, Enterprise Software	"1. Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent
2. Proficiency in C and/or Go programming languages and software systems design tools
3. 0-2 years experience
4. Experience or understanding of software systems design tools and languages.
5. Good analytical and problem solving skills.
..."	not sure	yes
Backend Engineer, New Grad	2026-02-01	https://jobright.ai/jobs/info/6897e5ed73b3a600fe8a112f?utm_source=1100&utm_campaign=Software Engineering	On Site	Palo Alto, CA	AppLovin	$119,000-$179,000 /yr	1001-5000	Advertising, Developer Tools	"1. Have 0-2+ years of experience and a minimum of a BS and/or MS in Computer Science
2. Have excellent knowledge of computer science fundamentals including data structures, algorithms, and coding
3. Professional experience with C++ and/or Java is a plus
4. Experience independently creating and maintaining projects"	not sure	yes
